Data Source,World Development Indicators,,,,,,
,,,,,,,
Last Updated Date,7/1/2025,,,,,,
,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2020,2021,2022,2023
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,14556.58723,13257.20632,14392.20114,15899.42461
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2429.611346,2607.578619,3102.289686,2966.068304
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,16150.9291,18635.50888,18891.21353,22145.26431
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1320.709111,1412.709089,1577.716271,1416.33353
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,31427.11308,32619.07046,35353.68216,36948.40364
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,22299.40441,24711.45101,24620.51956,27386.29206
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5365.472207,5976.931798,6205.625954,6299.990265
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,3233.568638,3678.635657,3799.95527,3455.028529
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,3666.089264,3649.533887,3888.62868,4153.197066
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,44887.38352,50022.03892,51102.35627,53961.34181
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,19966.48385,21982.90389,20738.65,22774.1419
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,51683.50544,71751.88313,88701.46335,80195.87465
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,13082.30066,14986.78549,15557.88262,18404.27309
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10108.32715,12425.0293,15619.61426,14159.3877
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,778.7014988,829.5448456,975.469324,1027.034468
