Country Name,Happiness score_2020,upperwhisker_2020,lowerwhisker_2020,Logged GDP per capita_2020,Social support_2020,Healthy life expectancy_2020,Freedom to make life choices_2020,Generosity_2020,Perceptions of corruption_2020,Happiness score_2021,upperwhisker_2021,lowerwhisker_2021,Logged GDP per capita_2021,Social support_2021,Healthy life expectancy_2021,Freedom to make life choices_2021,Generosity_2021,Perceptions of corruption_2021,Happiness score_2022,upperwhisker_2022,lowerwhisker_2022,Logged GDP per capita_2022,Social support_2022,Healthy life expectancy_2022,Freedom to make life choices_2022,Generosity_2022,Perceptions of corruption_2022,Happiness score_2023,upperwhisker_2023,lowerwhisker_2023,Logged GDP per capita_2023,Social support_2023,Healthy life expectancy_2023,Freedom to make life choices_2023,Generosity_2023,Perceptions of corruption_2023,Internet Users_2020,Internet Users_2021,Internet Users_2022,Internet Users_2023,GDP_2020,GDP_2021,GDP_2022,GDP_2023,Education Expenditure_2020,Education Expenditure_2021,Education Expenditure_2022,Education Expenditure_2023,Healthcare Expenditure_2020,Healthcare Expenditure_2021,Healthcare Expenditure_2022,Healthcare Expenditure_2023,Unemployment Rate_2020,Unemployment Rate_2021,Unemployment Rate_2022,Unemployment Rate_2023,Life Expectancy_2020,Life Expectancy_2021,Life Expectancy_2022,Life Expectancy_2023,Population in Urban Areas_2020,Population in Urban Areas_2021,Population in Urban Areas_2022,Population in Urban Areas_2023
Cambodia,4.848400116,4.962093353,4.734706879,8.249890327,0.773080647,61.52996826,0.959704638,0.051911179,0.822769046,4.83,4.963,4.698,8.36,0.765,62.0,0.959,0.034,0.843,4.64,4.765,4.516,1.019,0.732,0.505,0.74,0.166,0.068,4.393,4.508,4.279,8.385,0.747,61.9,0.958,0.073,0.857,53.7,58.0,59.7,60.7,2081.739142,2167.403242,2325.0305,2429.748535,3.002350092,3.011626482,2.883492708,2.951152325,5.28458023,5.51976061,4.71089554,0.0,0.172,0.396,0.231,0.225,70.059,69.301,70.528,70.668,12.42270922,12.62844635,12.85594397,13.09236519
Bangladesh,4.832799911,4.911443233,4.75415659,8.287063599,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,5.025,5.115,4.934,8.454,0.693,64.8,0.877,-0.041,0.682,5.155,5.262,5.049,1.06,0.614,0.581,0.622,0.125,0.187,4.282,4.416,4.148,8.685,0.544,64.548,0.845,0.005,0.698,36.1,38.9,41.6,44.5,2248.850788,2482.849178,2716.485928,2551.017738,1.765280604,1.831179976,1.711836696,1.775227427,2.27063942,2.36551309,2.39038587,0.0,5.436,5.327,4.593,4.454,71.421,71.103,74.265,74.672,15.650026,16.02888267,16.37156529,16.67334103
Gabon,4.829299927,4.947425842,4.711174011,9.680537224,0.787886858,59.71533966,0.704829216,-0.222261623,0.849150956,4.852,4.998,4.706,9.603,0.776,59.962,0.731,-0.2,0.84,4.958,5.091,4.826,1.459,0.738,0.396,0.343,0.032,0.099,5.035,5.175,4.894,9.537,0.746,58.252,0.642,-0.187,0.786,63.9,68.6,70.7,71.9,6605.803461,8181.409141,8409.207415,8071.397774,3.398740768,2.700792789,2.207736492,0.0,3.41717625,2.69024062,2.85591531,0.0,21.27,21.218,20.399,20.278,67.073,67.072,67.713,68.337,0.0,0.0,0.0,0.0
South Africa,4.814099789,4.931746006,4.696453571,9.403370857,0.852532268,56.50601196,0.759330094,-0.109777324,0.843423843,4.956,5.074,4.839,9.403,0.86,56.904,0.749,-0.067,0.86,5.194,5.315,5.073,1.425,1.088,0.361,0.442,0.089,0.046,5.275,5.417,5.132,9.478,0.907,56.989,0.73,-0.087,0.902,72.1,75.0,75.5,75.7,5580.603831,6843.399419,6523.410978,6022.542542,6.170670033,6.549029827,6.16726017,6.148389816,9.01329231,8.67432785,8.77086639,0.0,29.217,34.007,33.268,32.098,65.15,62.01,65.454,66.139,35.12458336,35.2906429,35.47800433,35.67126024
Iraq,4.784800053,4.937272072,4.632328033,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,4.854,4.97,4.738,9.24,0.746,60.583,0.63,-0.053,0.875,4.941,5.099,4.783,1.289,0.682,0.554,0.328,0.147,0.046,4.941,5.099,4.783,9.098,0.718,63.415,0.646,-0.005,0.876,53.7,65.0,78.7,81.7,4295.189451,4868.494311,6520.731546,5965.318351,0.0,0.0,0.0,0.0,5.76473284,5.25095701,4.29332495,0.0,15.778,16.173,15.511,15.447,69.651,70.704,72.037,72.324,24.04372812,24.11782432,24.1945398,24.29657251
Lebanon,4.771500111,4.857257843,4.685742378,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,4.584,4.691,4.477,9.626,0.848,67.355,0.525,-0.073,0.898,2.955,3.049,2.862,1.392,0.498,0.631,0.103,0.082,0.034,2.392,2.479,2.305,9.478,0.53,66.149,0.474,-0.141,0.891,82.1,82.7,82.8,83.5,5561.19167,4045.373911,3654.358455,3477.724898,1.669968128,0.0,0.0,0.0,7.57650805,4.85634661,5.73500204,0.0,13.284,12.669,11.6,11.543,76.299,73.65,78.003,77.817,42.51588542,42.57707338,42.35633492,41.93915191
Burkina Faso,4.768700123,4.890351772,4.647048473,7.46854496,0.712943614,53.88945389,0.665563583,-0.019080516,0.739795029,4.834,4.993,4.675,7.678,0.672,54.151,0.695,-0.009,0.748,4.67,4.814,4.527,0.779,0.565,0.32,0.382,0.186,0.126,4.638,4.819,4.456,7.667,0.663,55.461,0.696,0.095,0.771,10.8,12.6,14.6,17.0,825.2370388,895.5352884,836.1183046,882.6898101,5.150865078,5.224015236,5.276512146,0.0,6.57714844,6.40747881,6.77182007,0.0,5.04,5.2,5.389,5.348,60.454,60.046,60.7,61.092,12.9446023,13.25113344,13.57582674,13.91450607
Mali,4.729300022,4.855451107,4.603148937,7.629852295,0.731468976,51.72698212,0.71156615,-0.044366926,0.839328408,4.723,4.884,4.563,7.744,0.724,51.969,0.697,-0.036,0.827,4.479,4.611,4.347,0.792,0.483,0.311,0.35,0.128,0.042,4.198,4.319,4.076,7.655,0.593,55.403,0.713,-0.028,0.846,29.1,34.0,34.4,35.1,953.2429433,1027.273454,969.7222056,1035.862426,3.954459906,4.363709927,4.035055161,0.0,3.47597885,3.46649742,3.67284775,0.0,3.528,3.966,2.387,2.956,58.858,59.116,60.035,60.439,12.05538257,12.11878529,12.20901899,12.32427678
Nigeria,4.724100113,4.826248169,4.621952057,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,4.759,4.861,4.658,8.533,0.74,50.102,0.737,0.037,0.878,4.552,4.651,4.453,1.079,0.732,0.3,0.444,0.175,0.038,4.981,5.136,4.825,8.496,0.74,54.891,0.718,0.073,0.911,31.9,35.5,37.7,39.2,2019.657063,2017.274865,2139.374785,1596.636961,0.359637648,0.381919116,0.348516703,0.0,3.38063431,4.07625723,4.27090406,0.0,5.742,5.45,3.821,3.074,53.072,53.455,54.079,54.462,16.21044116,16.4564053,16.71807314,16.99229664
Armenia,4.676799774,4.791646481,4.561953068,9.100476265,0.757479429,66.75065613,0.712017834,-0.13877961,0.773544788,5.283,5.397,5.168,9.487,0.799,67.055,0.825,-0.168,0.629,5.399,5.519,5.278,1.434,0.82,0.668,0.558,0.054,0.21,5.342,5.47,5.213,9.615,0.79,67.789,0.796,-0.155,0.705,76.5,78.6,77.0,80.0,4268.680933,4685.179971,6571.974455,8125.273958,2.705559969,2.767849922,2.491899967,0.242599994,12.24056244,12.32268524,9.96212864,0.0,18.175,15.469,13.379,13.245,73.37560976,72.27804878,74.76585366,77.46585366,36.67989195,36.76808561,36.7785262,36.93327261
Georgia,4.672599792,4.757698059,4.587501526,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,4.891,4.998,4.785,9.585,0.671,64.3,0.783,-0.238,0.655,4.973,5.079,4.867,1.467,0.612,0.595,0.508,0.0,0.208,5.109,5.219,5.0,9.646,0.716,64.95,0.786,-0.254,0.649,72.5,76.4,78.7,81.9,4300.857013,5083.606955,6729.846599,8283.669607,3.849859238,3.594419956,3.754980087,3.738610029,8.34160137,8.3153286,7.25569582,0.0,11.73,11.791,11.647,11.537,73.509,71.635,74.141,74.496,28.95286667,29.09030607,29.10029409,29.12797609
Jordan,4.633399963,4.748552322,4.518247604,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,4.395,4.516,4.273,9.182,0.767,67.0,0.755,-0.167,0.705,4.152,4.276,4.029,1.324,0.724,0.675,0.476,0.058,0.2,4.12,4.242,3.997,9.13,0.729,67.6,0.77,-0.15,0.687,78.4,86.0,90.5,92.5,4022.040136,4183.499983,4332.251599,4466.083142,0.0,3.138370037,3.160229921,0.0,7.11578226,7.20182657,6.82820034,0.0,19.213,19.837,18.2,17.969,75.583,74.204,77.088,77.814,19.77218518,19.71878548,19.62981853,19.51392985
Mozambique,4.623600006,4.778996944,4.468203068,7.069345951,0.723874032,54.20582199,0.864451885,0.032375868,0.683019102,4.794,4.997,4.592,7.158,0.744,54.706,0.882,0.061,0.684,5.048,5.273,4.823,0.578,0.66,0.191,0.593,0.185,0.2,4.954,5.181,4.727,7.116,0.692,51.53,0.851,0.047,0.66,14.3,16.4,18.8,19.8,462.4338765,509.9078295,578.2516638,622.9856193,6.642562866,6.497897625,6.161983967,0.0,7.54172373,8.86981869,8.77717781,0.0,3.921,4.053,3.596,3.519,61.39,60.268,63.011,63.611,9.148881057,9.051223989,8.990108661,8.964422943
Kenya,4.583000183,4.715898037,4.450102329,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,4.607,4.747,4.466,8.361,0.688,60.704,0.779,0.287,0.825,4.543,4.683,4.403,1.032,0.605,0.401,0.44,0.322,0.082,4.487,4.616,4.357,8.458,0.69,58.499,0.696,0.288,0.852,0.0,0.0,0.0,35.0,1927.66459,2061.356221,2109.562885,1952.304579,5.045748711,4.89040184,4.511017799,3.962293148,4.49248838,4.56525421,4.32603645,0.0,5.619,5.693,5.707,5.567,61.596,61.225,63.549,63.646,11.54952874,11.768514,11.99544293,12.22565575
Namibia,4.571100235,4.690628052,4.451572418,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,4.574,4.7,4.448,9.161,0.818,56.799,0.719,-0.149,0.847,4.459,4.593,4.326,1.292,0.877,0.354,0.384,0.067,0.071,4.631,4.766,4.496,9.121,0.787,56.851,0.669,-0.126,0.83,57.9,60.3,61.1,64.4,3878.58983,4412.835569,4349.799085,4187.605004,9.277998924,10.39144802,9.677911758,9.044512749,8.88723373,9.33766365,9.29635525,0.0,21.004,20.922,19.695,19.365,64.071,60.85,64.19,67.385,0.0,0.0,0.0,0.0
Ukraine,4.56069994,4.658080578,4.463319302,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,4.875,4.977,4.773,9.436,0.888,64.902,0.724,-0.011,0.924,5.084,5.19,4.978,1.411,1.081,0.583,0.473,0.188,0.017,5.071,5.187,4.956,9.314,0.878,64.55,0.795,0.24,0.907,75.0,79.2,82.7,82.4,3709.769287,4775.945801,4199.670898,5139.598145,5.382319927,5.140110016,5.933899879,0.0,7.56217051,8.2027483,0.0,0.0,9.475,9.834,0.0,0.0,73.283,71.631,72.658,73.422,12.14518196,12.26922316,13.256284,14.43187838
Uganda,4.43200016,4.566251278,4.297749043,7.500389576,0.764994621,55.70820236,0.731713951,0.099487431,0.836737812,4.636,4.78,4.493,7.677,0.781,56.101,0.709,0.122,0.855,4.603,4.747,4.459,0.777,0.875,0.418,0.402,0.222,0.066,4.432,4.607,4.258,7.716,0.794,58.913,0.701,0.114,0.857,7.4,10.0,11.1,15.3,845.7664639,882.7917174,963.0673142,1002.309139,2.572221756,2.635936022,2.561050177,2.551593781,5.23698568,5.48128128,4.39089251,0.0,3.831,3.422,2.886,2.787,66.41,66.45,67.675,68.252,7.419197703,7.557045784,7.718683426,7.90458421
Tunisia,4.392199993,4.489554405,4.294845581,9.314972878,0.688718557,66.89785767,0.593361557,-0.216413811,0.867590249,4.596,4.709,4.484,9.266,0.691,67.201,0.656,-0.201,0.87,4.516,4.629,4.403,1.35,0.596,0.656,0.316,0.029,0.029,4.497,4.601,4.393,9.244,0.73,67.0,0.576,-0.213,0.907,68.6,68.3,70.6,72.4,3548.653637,3906.939263,3708.848124,3950.375342,7.265075684,6.679846764,6.804989815,6.733988762,7.05022287,6.97669458,6.96380186,0.0,17.656,16.611,15.3,15.106,75.004,72.893,76.05,76.508,19.75271205,19.94153356,20.12820176,20.28982419
Sri Lanka,4.327000141,4.431047916,4.222952366,9.389969826,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,4.325,4.454,4.196,9.47,0.827,67.299,0.841,0.079,0.863,4.362,4.487,4.237,1.415,0.934,0.66,0.529,0.15,0.079,4.442,4.603,4.28,9.491,0.826,67.15,0.787,-0.03,0.808,36.2,44.5,48.3,51.2,3847.601377,3996.9624,3342.636503,3798.890166,1.557923913,1.506505847,1.20397222,1.827745676,4.06134748,4.02830219,4.36269855,0.0,5.364,4.981,4.528,5.997,76.928,76.278,77.3,77.483,0.0,0.0,0.0,0.0
Myanmar,4.308000088,4.392180443,4.223819733,8.680481911,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,4.426,4.527,4.324,8.541,0.779,59.302,0.876,0.509,0.66,4.394,4.511,4.277,1.038,0.829,0.491,0.513,0.452,0.194,4.372,4.533,4.212,8.404,0.787,61.388,0.727,0.491,0.658,45.4,56.5,58.0,58.5,1490.216835,1242.721344,1158.05005,1233.196662,0.0,0.0,0.0,0.0,4.38807583,5.83599281,5.20476246,0.0,1.476,4.34,3.057,3.032,66.612,65.553,66.506,66.889,12.76838567,12.90761016,13.04966199,13.19342308
Togo,4.187200069,4.309713364,4.064686775,7.357711315,0.551312625,54.71989822,0.649828613,0.002667875,0.757733464,4.107,4.258,3.956,7.362,0.569,54.914,0.619,0.032,0.772,4.112,4.272,3.953,0.771,0.322,0.36,0.292,0.174,0.132,4.137,4.289,3.986,7.673,0.595,57.449,0.657,0.024,0.74,29.0,30.3,35.5,37.0,853.5782203,939.6133738,898.7581544,985.6975126,4.091336727,4.231181622,3.798119307,0.0,6.18928432,5.6165967,6.04134083,0.0,2.225,2.333,1.965,1.948,61.123,61.328,62.29,62.739,21.08347213,21.11189441,21.18341585,21.29775609
Ethiopia,4.186200142,4.262473583,4.109926701,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,4.275,4.374,4.175,7.694,0.764,59.0,0.752,0.082,0.761,4.241,4.365,4.118,0.788,0.809,0.457,0.472,0.205,0.136,4.091,4.273,3.908,7.739,0.782,60.698,0.72,0.273,0.789,16.1,16.7,0.0,0.0,905.3131593,910.9478871,1011.073324,0.0,4.090565205,4.065248966,3.736495018,0.0,3.48096275,3.2075386,2.85274577,0.0,3.994,3.935,3.409,3.402,65.969,65.33,66.897,67.315,4.03110737,4.098233066,4.169417177,4.243157359
Sierra Leone,3.926399946,4.046255589,3.806544304,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,3.849,4.001,3.698,7.434,0.63,51.651,0.717,0.084,0.866,3.574,3.732,3.416,0.686,0.416,0.273,0.387,0.202,0.055,3.138,3.299,2.976,7.394,0.555,54.9,0.66,0.105,0.858,17.1,18.7,19.2,20.6,845.9829143,886.1929391,860.7745909,757.8486806,8.809548378,9.442235947,8.53918457,6.791097164,9.32588673,8.55334377,7.94752312,0.0,3.508,3.556,3.175,3.153,59.694,60.26,61.275,61.786,15.18977807,15.27468552,15.36999715,15.47386257
Zambia,3.759399891,3.878326178,3.640473604,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,4.073,4.209,3.938,8.145,0.708,55.809,0.782,0.061,0.823,3.76,3.902,3.618,0.93,0.577,0.306,0.525,0.203,0.083,3.982,4.167,3.797,8.074,0.694,55.032,0.791,0.098,0.818,24.5,32.5,32.0,33.0,951.6443167,1127.160779,1447.123101,1330.727806,3.949648142,3.106432199,3.58259511,0.0,6.3067441,6.63951397,5.25592279,0.0,6.033,5.199,5.995,5.905,63.361,62.363,65.279,66.349,14.55519968,14.82376687,15.09352631,15.35058566
India,3.573299885,3.627596378,3.519003391,8.849823952,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,3.819,3.869,3.769,8.755,0.603,60.633,0.893,0.089,0.774,3.777,3.828,3.726,1.167,0.376,0.471,0.647,0.198,0.123,4.036,4.092,3.98,8.759,0.608,60.777,0.897,0.072,0.774,43.4,0.0,55.9,0.0,1907.042516,2239.613844,2347.448294,2530.120313,4.040141582,4.635141373,4.120728493,0.0,3.34146094,3.34680939,3.3058846,0.0,7.859,6.38,4.822,4.172,70.156,67.282,71.698,72.003,15.66287006,15.93027679,16.20258693,16.45852285
Malawi,3.538000107,3.675710678,3.400289536,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,3.6,3.781,3.419,6.958,0.537,57.948,0.78,0.038,0.729,3.75,3.941,3.56,0.648,0.279,0.388,0.477,0.14,0.157,3.495,3.671,3.32,7.302,0.531,58.475,0.75,0.005,0.749,13.9,17.5,17.0,18.0,602.5074782,617.4475208,604.2697512,602.3436198,0.0,0.0,0.0,0.0,7.17979383,7.62815809,6.50023508,0.0,5.728,5.662,5.037,5.033,65.216,64.782,66.037,67.353,5.742430795,5.840549366,5.942637775,6.04760638
Tanzania,3.476200104,3.600091219,3.352308989,7.967665195,0.688933194,57.49607468,0.82153976,0.109668687,0.619799435,3.623,3.762,3.485,7.876,0.702,57.999,0.833,0.183,0.577,3.702,3.847,3.558,0.848,0.597,0.425,0.578,0.248,0.27,3.694,3.84,3.547,7.857,0.653,59.401,0.838,0.182,0.554,17.8,19.0,22.1,29.1,1117.415283,1159.856567,1207.853027,1224.489624,3.230972528,3.115153313,3.23824501,3.260152817,3.05195832,3.47258258,3.1119566,0.0,2.781,2.821,2.588,2.582,66.771,66.131,66.879,66.995,12.82880277,13.09700627,13.36716054,13.63996629
Zimbabwe,3.299200058,3.414201975,3.184198141,7.865711689,0.763092756,55.61725998,0.711457908,-0.072063953,0.81023699,3.145,3.259,3.03,7.943,0.75,56.201,0.677,-0.047,0.821,2.995,3.11,2.88,0.947,0.69,0.27,0.329,0.106,0.105,3.204,3.323,3.084,7.641,0.69,54.05,0.654,-0.046,0.766,29.3,37.1,37.9,38.4,1730.45391,1724.387271,2040.546587,2156.034093,0.0,0.0,0.0,0.0,2.95440149,2.78571677,3.62880659,0.0,8.621,9.54,10.087,8.759,61.53,60.135,62.36,62.775,9.853358896,9.760103208,9.694035543,9.657580261
Afghanistan,2.566900015,2.628270388,2.505529642,7.462860584,0.470366955,52.59000015,0.396573007,-0.0964294,0.933686554,2.523,2.596,2.449,7.695,0.463,52.493,0.382,-0.102,0.924,2.404,2.469,2.339,0.758,0.0,0.289,0.0,0.089,0.005,1.859,1.923,1.795,7.324,0.341,54.712,0.382,-0.081,0.847,17.0,16.5,17.2,17.7,510.7870634,356.4962141,357.2611528,413.7578947,0.0,0.0,0.0,0.0,15.53361416,21.508461,23.0881691,0.0,11.71,11.994,14.1,13.991,61.454,60.417,65.617,66.035,10.80532972,10.83931336,10.98572995,11.06909288
