Data Source,World Development Indicators,,,,,,
,,,,,,,
Last Updated Date,7/1/2025,,,,,,
,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2020,2021,2022,2023
Malawi,MWI,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,5.742430795,5.840549366,5.942637775,6.04760638
Malaysia,MYS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,23.59673738,23.95032506,24.26703088,24.54492643
North America,NAC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,46.33570373,46.64756748,46.73201954,46.66134707
Namibia,NAM,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,
New Caledonia,NCL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,
Niger,NER,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,5.446787584,5.451360575,5.467408645,5.494037871
Nigeria,NGA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,16.21044116,16.4564053,16.71807314,16.99229664
Nicaragua,NIC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,16.20190009,16.14588138,16.09195778,16.04003627
Netherlands,NLD,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,12.37851102,12.37392663,12.31893801,12.26169186
Norway,NOR,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,19.35835746,19.52880007,19.62684761,19.67521524
Nepal,NPL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,4.91433678,4.993609841,5.118743672,5.290555385
Nauru,NRU,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,
New Zealand,NZL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,31.56190327,31.89192573,32.29057474,31.90123928
OECD members,OED,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,37.55753764,37.7798323,37.86799682,37.89603554
Oman,OMN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,34.26710952,35.32700474,34.30322357,32.68431529
Other small states,OSS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,
Pakistan,PAK,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,19.13229998,19.28357318,19.45774075,19.66674181
Panama,PAN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,43.33048934,43.70319913,44.03687716,44.33668651
Peru,PER,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,32.64205799,32.82300558,32.99316651,33.10438099
Philippines,PHL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.0513244,14.1687351,14.31481136,14.46280407
Palau,PLW,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,
Papua New Guinea,PNG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,
Poland,POL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,4.753339851,4.839222706,4.873565349,4.89955217
Pre-demographic dividend,PRE,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,15.89446555,16.06249717,16.25123581,16.45387612
Puerto Rico (US),PRI,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,74.61069177,74.9518422,75.85118273,76.14614182
"Korea, Dem. People's Rep.",PRK,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,11.80060905,11.84829495,11.89770003,11.95212968
